label,sms
ham,It's ok lar. U sleep early too... Nite...
ham,"Same, I'm at my great aunts anniversary party in tarpon springs"
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
ham,Ha... U jus ate honey ar? So sweet...
ham,I'll let you know when it kicks in
ham,How much she payed. Suganya.
ham,ÌÎÌ predict wat time ÌÎ_'ll finish buying?
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
ham,"And how you will do that, princess? :)"
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
ham,They said ÌÎ_ dun haf passport or smth like dat.. Or ÌÎ_ juz send to my email account..  
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05
ham,When can ÌÎ_ come out?
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham,You'll never believe this but i have actually got off at taunton. Wow
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
ham,Yes.mum lookin strong:)
ham,One small prestige problem now.
ham,Yup but not studying surfing lor. I'm in e lazy mode today.
ham,Must come later.. I normally bathe him in da afternoon mah..
ham,No management puzzeles.
ham,"And that's fine, I got enough bud to last most of the night at least"
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
ham,Oh ho. Is this the first time u use these type of words
ham,Give me a sec to think think about it
ham,What is this 'hex' place you talk of? Explain!
ham,"Aight, text me tonight and we'll see what's up"
ham,Si si. I think ill go make those oreo truffles.
ham,Or ÌÎ_ go buy wif him then i meet ÌÎ_ later can?
ham,Sent me ur email id soon
ham,I think its far more than that but find out. Check google maps for a place from your dorm.
ham,I will take care of financial problem.i will help:)
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Hmm ill have to think about it... ok you're forgiven! =D
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
ham,"Ok, be careful ! Don't text and drive !"
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
ham,"Doing nothing, then u not having dinner w us?"
ham,7 lor... Change 2 suntec... Wat time u coming?
ham,thanks for the temales it was wonderful. Thank. Have a great week.
spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
ham,I cant pick the phone right now. Pls send a message
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
ham,Just send a text. We'll skype later.
ham,Are u awake? Is there snow there?
ham,I notice you like looking in the shit mirror youre turning into a right freak
ham,"Sorry, I can't help you on this."
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
ham,get ready to moan and scream :)
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofÌ´å£2000 CASH 18+only. To opt out txt X to 07786200117
ham,No need to say anything to me. I know i am an outsider
ham,I donno if they are scorable
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,Lol ok your forgiven :)
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you
ham,From tomorrow onwards eve 6 to 3 work.
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march åäÌÝ_ ish!
ham,Ok anyway no need to change with what you said
ham,Don no da:)whats you plan?
ham,You call him and tell now infront of them. Call him now.
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
ham,I'm not coming home 4 dinner.
ham,Remember on that day..
ham,Of course. I guess god's just got me on hold right now.
ham,Well i know Z will take care of me. So no worries.
spam,U are subscribed to the best Mobile Content Service in the UK for Ì´å£3 per 10 days until you send STOP to 82324. Helpline 08706091795
ham,What you doing?how are you?
ham,Well I'm going to be an aunty!
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
ham,Where r we meeting?
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
ham,\Hey j! r u feeling any better
ham,Dear we are going to our rubber place
ham,I love u 2 my little pocy bell I am sorry but I love u
ham,Me too! Have a lovely night xxx
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
ham,You have got tallent but you are wasting.
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,"I think IåäÌÝÌám waiting for the same bus! Inform me when you get there, if you ever get there."
ham,Eh den sat u book e kb liao huh...
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
spam,"You've won tkts to the EURO2004 CUP FINAL or Ì´å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
ham,Hahaha..use your brain dear
ham,See you there! 
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
ham,Give one miss from that number please
ham,By monday next week. Give me the full gist
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
ham,I'm always looking for an excuse to be in the city.
ham,I'm already back home so no probably not
ham,Can you talk with me..
ham,"Kate jackson rec center before 7ish, right?"
ham,What time you coming down later? 
ham,Erutupalam thandiyachu
ham,Why do you ask princess?
ham,Aiyo a bit pai seh ÌÎ_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
ham,Are you driving or training?
ham,Enjoy urself tmr...
ham,Did u got that persons story
ham,Great escape. I fancy the bridge but needs her lager. See you tomo 
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn"""
ham,Does uncle timi help in clearing cars
ham,No need to ke qi... ÌÎÌ too bored izzit y suddenly thk of this...
ham,"[åäÌÝ_] anyway, many good evenings to u! s"
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
ham,Hi! This is Roger from CL. How are you?
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
ham,They finally came to fix the ceiling.
ham,Sounds like something that someone testing me would sayy
spam,As a registered optin subscriber ur draw 4 Ì´å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
ham,Moji just informed me that you saved our lives. Thanks.
ham,Forgot to tell ÌÎ_ smth.. Can ÌÎ_ like number the sections so that it's clearer..
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.
ham,I uploaded mine to Facebook
ham,"Tee hee. Off to lecture, cheery bye bye."
ham,ok. I am a gentleman and will treat you with dignity and respect.
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
ham,K...k...when will you give treat?
ham,She went to attend another two rounds today..but still did't reach home..
ham,"Sorry, I'll call later"
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
ham,"see you then, we're all christmassy here!"
ham,Ok then i will come to ur home after half an hour
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@Ì´å£1.50rcvd
ham,Sat right? Okay thanks... 
ham,I will come tomorrow di
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
ham,Saw Guys and Dolls last night with Patrick Swayze it was great
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
ham,O ic lol. Should play 9 doors sometime yo
ham,I dont thnk its a wrong calling between us
ham,"That's good, because I need drugs"
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÎÌ got a lot of work ar?
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
ham,Hey... What time is your driving on fri? We go for evaluation on fri?
ham,Xy trying smth now. U eat already? We havent...
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
ham,Armand says get your ass over to epsilon
ham,It means u could not keep ur words.
ham,Ya! when are ÌÎ_ taking ure practical lessons? I start in june..  
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
ham,All e best 4 ur driving tmr :-)
ham,Watching tv lor...
ham,Babe ? I lost you ... Will you try rebooting ?
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
ham,Lol where do u come up with these ideas?
ham,"sure, but make sure he knows we ain't smokin yet"
ham,I'm in office now . I will call you  &lt;#&gt;  min:)
ham,"What will we do in the shower, baby?"
ham,Carlos says we can pick up from him later so yeah we're set
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
ham,Have you finished work yet? :)
ham,Thank u!
ham,I love working from home :)
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
ham,I am going to sleep. I am tired of travel.
ham,I like to talk pa but am not able to. I dont know y.
ham,Did u download the fring app?
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
ham,Cant think of anyone with * spare room off * top of my head
ham,I keep ten rs in my shelf:) buy two egg.
ham,I'm going out to buy mum's present ar.
ham,K:)eng rocking in ashes:)
ham,You said not now. No problem. When you can. Let me know.
ham,"It's cool, we can last a little while. Getting more any time soon?"
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace."
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,"I just got home babe, are you still awake ?"
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or Ì´å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÌ´å£1.50/pm, Max10mins"
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
ham,"Yeah sure, give me a couple minutes to track down my wallet"
ham,Congrats kano..whr s the treat maga?
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham,S..antha num corrct dane
ham,And how's your husband.
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
ham,Maybe i could get book out tomo then return it immediately ..? Or something.
ham,\ER
spam,"This is the 2nd time we have tried to contact u. U have won the Ì´å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
ham,You didnt complete your gist oh.
ham,What class of  &lt;#&gt;  reunion?
ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C
ham,Men like shorter ladies. Gaze up into his eyes.
ham,"Hurry up, I've been weed-deficient for like three days"
ham,Ranjith cal drpd Deeraj and deepak 5min hold
ham,"I call you later, don't have network. If urgnt, sms me."
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
ham,How do you guys go to see movies on your side.
spam,TBS/PERSOLVO. been chasing us since Sept forÌ´å£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
ham,Okay... I booked all already... Including the one at bugis.
spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg Ì´å£1.50"
ham,Daddy will take good care of you :)
ham,Oh god..taken the teeth?is it paining
ham,I want snow. It's just freezing and windy.
spam,+123 Congratulations - in this week's competition draw u have won the Ì´å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Ì´å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p pÌ´å£3.99
ham,There's no point hangin on to mr not right if he's not makin u happy
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
ham,Oh god. I'm gonna Google nearby cliffs now.
ham,I anything lor...
ham,Come to my home for one last time i wont do anything. Trust me.
spam,Congratulations YOU'VE Won. You're a Winner in our August Ì´å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
ham,Oh baby of the house. How come you dont have any new pictures on facebook
ham,Fine am simply sitting.
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
ham,"Hey , is * rite u put Ì´Ìö10 evey mnth is that all?"
ham,I didn't get the second half of that message
ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
ham,Hai priya are you right. What doctor said pa. Where are you.
ham,Sitting ard nothing to do lor. U leh busy w work?
ham,The new deus ex game comin early next yr
ham,Im just wondering what your doing right now?
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x CallsÌ´å£1/minMobsmore LKPOBOX177HP51FL
ham,Ok u can take me shopping when u get paid =D
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, Ì´å£1.50 to rcv"
ham,Oh Howda gud gud.. Mathe en samachara chikku:-)
ham,WHAT TIME U WRKIN?
ham,Were somewhere on Fredericksburg
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenÌ´Ì¥t sent u 1 in ages started driving so stay off roads!RVx
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
ham,Wen did you get so spiritual and deep. That's great
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
ham,I dont have i shall buy one dear
ham,I know you are serving. I mean what are you doing now.
ham,"Not sure yet, still trying to get a hold of him"
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
ham,ILL B DOWN SOON
ham,Ok lor.
ham,But i'll b going 2 sch on mon. My sis need 2 take smth.
ham,Otherwise had part time job na-tuition..
ham,Any way where are you and what doing.
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ÌÎå_1.20 POBOXox36504W45WQ 16+"
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
ham,I need you to be in my strong arms...
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
spam,"URGENT! Your mobile No 07xxxxxxxxx won a Ì´å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
ham,at bruce b downs &amp; fletcher now
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! 
ham,He remains a bro amongst bros
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
ham,I've reached home n i bathe liao... U can call me now...
ham,God bless.get good sleep my dear...i will pray!
ham,"Its ok chikku, and its my 1 of favourite song..:-)"
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
